Formatted_Date,Actually_Precip,Predicted_Precip
2009-01-06,0.0,-3.9408896
2009-01-07,0.39999999999999997,-4.063818
2009-01-08,0.19999999999999998,-4.067903
2009-01-09,1.0,-4.2032614
2009-01-10,0.39999999999999997,-4.1751885
2009-01-11,0.0,-4.2578545
2009-01-12,0.0,-4.4827614
2009-01-13,0.0,-4.8434696
2009-01-14,0.0,-5.2098947
2009-01-15,0.0,-5.225267
2009-01-16,0.0,-5.019788
2009-01-17,0.0,-4.76476
2009-01-18,0.0,-4.4714823
2009-01-19,0.19999999999999998,-4.091831
2009-01-20,0.09999999999999999,-3.9123316
2009-01-21,0.0,-3.9221482
2009-01-22,0.0,-4.143805
2009-01-23,0.39999999999999997,-4.400784
2009-01-24,0.7,-4.764218
2009-01-25,0.39999999999999997,-4.858413
2009-01-26,0.09999999999999999,-5.0122976
2009-01-27,0.0,-5.060912
2009-01-28,1.3,-5.243639
2009-01-29,0.3,-5.023483
2009-01-30,0.0,-4.861778
2009-01-31,0.0,-4.6995645
2009-02-01,0.09999999999999999,-4.5224657
2009-02-02,0.19999999999999998,-4.344017
2009-02-03,0.0,-4.182896
2009-02-04,0.6,-4.343457
2009-02-05,0.0,-4.1762443
2009-02-06,0.0,-4.475006
2009-02-07,0.39999999999999997,-4.603013
2009-02-08,2.4,-4.5615354
2009-02-09,0.3,-4.30968
2009-02-10,0.39999999999999997,-4.496599
2009-02-11,1.1,-4.4544992
2009-02-12,0.0,-4.321488
2009-02-13,0.6,-4.1937413
2009-02-14,2.2,-4.253156
2009-02-15,3.5,-4.0526466
2009-02-16,0.09999999999999999,-3.9041126
2009-02-17,0.0,-4.442763
2009-02-18,0.0,-4.8464494
2009-02-19,0.0,-4.9836326
2009-02-20,0.0,-4.9016266
2009-02-21,0.0,-4.7770543
2009-02-22,0.0,-4.522651
2009-02-23,0.0,-4.6463985
2009-02-24,0.0,-4.739732
2009-02-25,0.0,-4.8978057
2009-02-26,0.0,-5.013691
2009-02-27,0.0,-4.883145
2009-02-28,0.0,-4.8791375
2009-03-01,0.0,-4.8893604
2009-03-02,0.0,-4.920866
2009-03-03,0.0,-4.9566298
2009-03-04,0.0,-4.7384167
2009-03-05,1.4,-4.6450195
2009-03-06,5.3,-4.1916647
2009-03-07,0.0,-4.1077776
2009-03-08,0.0,-4.6521964
2009-03-09,5.5,-4.8962297
2009-03-10,1.0,-4.3313146
2009-03-11,0.0,-4.4285975
2009-03-12,3.1999999999999997,-4.6323705
2009-03-13,2.0,-4.148923
2009-03-14,0.0,-4.2129254
2009-03-15,0.0,-4.370146
2009-03-16,0.0,-4.2003703
2009-03-17,1.7,-4.2402897
2009-03-18,0.0,-4.1460757
2009-03-19,0.0,-4.677029
2009-03-20,0.0,-5.0811324
2009-03-21,0.0,-5.1455894
2009-03-22,0.0,-4.9472923
2009-03-23,0.0,-4.915606
2009-03-24,0.0,-4.471315
2009-03-25,2.2,-4.167436
2009-03-26,0.0,-3.3532505
2009-03-27,0.0,-3.3278253
2009-03-28,0.19999999999999998,-3.279592
2009-03-29,0.0,-3.1822062
2009-03-30,0.0,-3.6410558
2009-03-31,0.0,-3.9538858
2009-04-01,0.0,-3.9878106
2009-04-02,0.0,-3.8568916
2009-04-03,0.0,-3.8252242
2009-04-04,0.3,-3.5619924
2009-04-05,0.5,-3.6041815
2009-04-06,0.0,-3.6361785
2009-04-07,0.0,-3.542936
2009-04-08,0.0,-3.1939864
2009-04-09,0.0,-3.0300865
