Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-03-18,28.69091033935547,28.84500699999388,28.22192250280766,28.362618342615455,261083600
2015-03-19,28.474279403686523,28.86510284648222,28.451946976297766,28.75343900568345,183238000
2015-03-20,28.116962432861328,28.675280071581174,27.951700384538565,28.64178227411099,274780400
2015-03-23,28.409513473510742,28.55244304991285,28.25541683176115,28.389414800511204,150838800
2015-03-24,28.293384552001953,28.594874877800912,28.264350862901242,28.413981704634534,131369200
2015-03-25,27.554166793823242,28.3224145094313,27.554166793823242,28.25988303562225,206620800
2015-03-26,27.746227264404297,27.88915682669982,27.379970048040168,27.415703290541437,190291600
2015-03-27,27.525136947631836,27.848961406650208,27.449206353212908,27.819929421229148,158184800
2015-03-30,28.2219181060791,28.228617663523096,27.692630917889737,27.703797982866327,188398800
2015-03-31,27.78866958618164,28.24872416597514,27.773036713194152,28.15939273296577,168362400
2015-04-01,27.748462677001953,27.94275836104558,27.491635518697358,27.875759379277465,162485600
2015-04-02,27.987424850463867,28.041023016701327,27.73506518490147,27.92265961866007,128880400
2015-04-06,28.440776824951172,28.476510067980243,27.766328049398123,27.79759378512116,148776000
2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200
2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800
2015-04-09,28.264352798461914,28.26882030656257,27.840031537075223,28.105790337990708,129936000
2015-04-10,28.384950637817383,28.409516821392867,27.974028483200485,28.128123439254246,160752000
2015-04-13,28.32912254333496,28.713248219930673,28.275524364583283,28.66857994723608,145460400
2015-04-14,28.206287384033203,28.427381315785674,28.119189722922986,28.36261608247333,102098400
2015-04-15,28.313480377197266,28.39164471719168,28.141518829209552,28.23085023371238,115881600
2015-04-16,28.177255630493164,28.38495046060868,28.163856513664786,28.201821813915277,113476000
2015-04-17,27.860132217407227,28.17055760239898,27.79536697612658,28.038795069481793,207828000
2015-04-20,28.496610641479492,28.612740281366165,27.9539243296978,28.043255739378658,188217200
2015-04-21,28.342512130737305,28.630603292235747,28.28891226937762,28.608272572451273,129740400
2015-04-22,28.72440528869629,28.78023720904142,28.21075264383407,28.360381781433826,150618000
2015-04-23,28.958904266357422,29.126400051862642,28.617213136543608,28.65294638863524,183083600
2015-04-24,29.095123291015625,29.17328932440381,28.860628598560265,29.142023592590373,178103600
2015-04-27,29.624414443969727,29.731614180501488,29.289422934655136,29.548483853042118,387816800
2015-04-28,29.15765953063965,30.046502687249728,28.936567322211797,30.02863947275252,475696000
2015-04-29,28.72886848449707,29.387684364144356,28.652937902074694,29.068327463404046,253544400
2015-04-30,27.949453353881836,28.728866308810193,27.822156672395803,28.728866308810193,332781600
2015-05-01,28.7981014251709,29.061629839180103,27.982956819355962,28.161617927212657,234050400
2015-05-04,28.742273330688477,29.15989843272447,28.644008600797655,28.920936166152686,203953200
2015-05-05,28.094619750976562,28.686436675126448,28.09015224370668,28.61943769691656,197085600
2015-05-06,27.91819190979004,28.306781570243007,27.549700921359097,28.26434876861224,288564000
2015-05-07,28.090879440307617,28.274773039026737,27.812795101973443,27.980990529252118,175763600
2015-05-08,28.620132446289062,28.620132446289062,28.281498531518576,28.40932697854194,222201600
2015-05-11,28.328590393066406,28.606672974255993,28.173850078151617,28.568549094369533,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.259077072143555,28.52370463347845,28.227680726813354,28.290473417473752,138776800
2015-05-14,28.91839599609375,28.91839599609375,28.51697113449011,28.573036269582165,180814000
2015-05-15,28.878032684326172,29.039500558010683,28.752447320781446,28.945311535352136,152832000
2015-05-18,29.19648551940918,29.31534335330476,28.78608824650854,28.79057441626259,203531600
2015-05-19,29.1695613861084,29.351211821854925,29.07312760324025,29.308601784444107,178532800
2015-05-20,29.167320251464844,29.37363950202688,29.005852416773912,29.15386516889788,145819600
2015-05-21,29.465593338012695,29.519417101566336,29.115747429775045,29.169571193328686,158921600
2015-05-22,29.723491668701172,29.819925484214373,29.467834779633826,29.51268962700429,182384000
2015-05-26,29.06865119934082,29.80647032013867,28.956520925099333,29.736950097620053,282790400
2015-05-27,29.611366271972656,29.6607038746519,29.16508989584446,29.230123960133476,183332800
2015-05-28,29.553056716918945,29.5911806019937,29.400561176619927,29.57099797259141,122933200
2015-05-29,29.216663360595703,29.4790477861014,29.131443258964264,29.42971019272997,203538000
2015-06-01,29.27497100830078,29.4655938466424,29.1650855276555,29.216664496569496,128451200
2015-06-02,29.144899368286133,29.301881051578466,29.001372768998277,29.122471946982635,134670400
2015-06-03,29.18077850341797,29.364673776989548,29.131440914017986,29.301881103561218,123934000
2015-06-04,29.010345458984375,29.28394360915436,28.90942889387615,29.059683054716306,153800400
2015-06-05,28.851112365722656,29.084345205321515,28.786078325454806,29.04173516220574,142507200
2015-06-08,28.66049575805664,28.976703919337854,28.442962775213026,28.907180282206603,210699200
2015-06-09,28.575271606445312,28.723284353086683,28.171603745642244,28.413803777735374,224301600
2015-06-10,28.902692794799805,29.005850703014076,28.671703054892888,28.687401220617463,156349200
2015-06-11,28.837657928466797,29.194231315241936,28.81298913568679,28.96997080703964,141563600
2015-06-12,28.51921272277832,28.77935577283128,28.505757637765978,28.74795943382105,147544800
2015-06-15,28.46314811706543,28.534911423420617,28.19179306144201,28.27925453759451,175955600
2015-06-16,28.615642547607422,28.671707678661107,28.33980306096761,28.487814117243897,125976400
2015-06-17,28.548368453979492,28.678438271522495,28.422781383597965,28.642557473536485,131672400
2015-06-18,28.678434371948242,28.77486646294574,28.530423320052066,28.5326664043,141628800
2015-06-19,28.391387939453125,28.664986109761706,28.346536509653056,28.640317310079958,218867600
2015-06-22,28.617881774902344,28.71879831280899,28.49902398684329,28.590969899673738,136157200
2015-06-23,28.48781394958496,28.617885463497288,28.454174528956322,28.588732211470873,121075600
2015-06-24,28.730012893676758,29.10901368753066,28.507995476962197,28.52817810076723,221123600
2015-06-25,28.593219757080078,28.974462002785604,28.593219757080078,28.898214238033376,127752400
2015-06-26,28.42502212524414,28.703104702860742,28.37120007721526,28.631341401831552,176267200
2015-06-29,27.927167892456055,28.362233936172537,27.915955890786737,28.135730286395443,196645600
2015-06-30,28.128997802734375,28.283738112955014,28.001169371543593,28.160394139449863,177482800
2015-07-01,28.391387939453125,28.467637423280088,28.254588854298834,28.4586667951256,120955200
2015-07-02,28.355501174926758,28.411566305873087,28.205245323651862,28.35325809061674,108844000
2015-07-06,28.256832122802734,28.308412807283318,27.99893212234458,28.019116463566508,112241600
2015-07-07,28.18731117248535,28.290470827837684,27.756729584136583,28.23216260143077,187787200
2015-07-08,27.487611770629883,27.951830976947246,27.480884228809224,27.915950183579728,243046400
2015-07-09,26.926959991455078,27.821758968025282,26.736338895730672,27.774664465150213,314380000
2015-07-10,27.6468448638916,27.774673329914567,27.182625517705826,27.346336498879623,245418000
2015-07-13,28.180580139160156,28.203005850855508,27.880070127331642,28.0392949046324,165762000
2015-07-14,28.16936683654785,28.339805327655316,28.04153839596029,28.265798938111953,127072400
2015-07-15,28.440723419189453,28.51472981271916,28.162640811014725,28.194037151729344,134596800
2015-07-16,28.819721221923828,28.8331797289711,28.559579881091377,28.64704135620482,144889600
2015-07-17,29.06865119934082,29.06865119934082,28.774870428339227,28.947552008815553,184658800
2015-07-20,29.61809730529785,29.819930464395135,29.310857974831787,29.371409291338963,235600800
2015-07-21,29.322059631347656,29.808704493372357,29.225629261326237,29.79300803818115,307025600
2015-07-22,28.081905364990234,28.14469804304387,27.35754306093514,27.35754306093514,461802400
2015-07-23,28.06845474243164,28.501276015109426,28.04602731587073,28.30168423771879,203998000
2015-07-24,27.92043685913086,28.198519445964873,27.785880879112604,28.104330431049306,168649200
2015-07-27,27.53246307373047,27.72084279877277,27.38669510564022,27.60422637113421,177822000
2015-07-28,27.66926383972168,27.78812335897345,27.483128898382656,27.66926383972168,134472400
2015-07-29,27.58180809020996,27.696181464398382,27.420340199819822,27.617690604062183,148046800
2015-07-30,27.442764282226562,27.487615708103714,27.29475149708196,27.431550570271163,134513200
2015-07-31,27.202804565429688,27.50331287195031,27.115343090488782,27.49434224490866,171540000
2015-08-03,26.561416625976562,27.48761196075328,26.355095646541358,27.24765327198211,279904000
2015-08-04,25.709228515625,26.395465229773528,25.397506497696607,26.332672551481785,496554400
2015-08-05,25.879667282104492,26.337159000050413,25.139606797874173,25.33022791927526,397250400
2015-08-06,25.93598175048828,26.24460997146581,25.708454609670838,26.125214166761953,211612000
2015-08-07,26.023841857910156,26.188293835651134,25.794061455329505,25.81208391949338,154681600
2015-08-10,26.970003128051758,27.03082680190589,26.25137320033721,26.25137320033721,219806400
2015-08-11,25.566530227661133,26.62307346004317,25.530487021354794,26.539720859965033,388331200
2015-08-12,25.96076011657715,26.001309794034654,24.696963840987525,25.350263436151085,404870000
2015-08-13,25.940492630004883,26.22208720540937,25.80307433971014,26.140987830195527,194143200
2015-08-14,26.122961044311523,26.201807168640773,25.683674266822425,25.7535091599831,171718000
2015-08-17,26.393291473388672,26.50367604180423,26.01933313324298,26.140982169722307,163538800
2015-08-18,26.244611740112305,26.456371389120584,26.134227159098433,26.22884251425318,138242800
2015-08-19,25.908950805664062,26.249115771038937,25.834609434933128,26.15450041849957,193146000
2015-08-20,25.37730598449707,25.760273957367826,25.14752382580097,25.699450279311247,274006400
2015-08-21,23.825145721435547,25.208337639297522,23.80036527024288,24.87718226310127,513102000
2015-08-24,23.230424880981445,24.509990599551127,20.725359116819185,21.371900829744945,648825200
