Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-12-12,0.23134489357471466,0.24074852892317614,0.225701838466175,0.2294632976279703,386260000
2000-12-13,0.22570185363292694,0.2341659974035747,0.22382113648167531,0.2341659974035747,344887200
2000-12-14,0.21723854541778564,0.22946326724068902,0.21723854541778564,0.2261720066050055,263317600
2000-12-15,0.21159560978412628,0.22100010185779123,0.21065523842414985,0.2191193591378384,513945600
2000-12-18,0.21441663801670074,0.22005966816408615,0.2097148202167395,0.21911929707047764,325808000
2000-12-19,0.21065521240234375,0.2294633404162596,0.21065521240234375,0.2162973896411131,374007200
2000-12-20,0.21629740297794342,0.22005971688310466,0.205013035248585,0.20736395094704838,565331200
2000-12-21,0.21159560978412628,0.22570190843355076,0.20877450826022764,0.21441669875199423,366844800
2000-12-22,0.22570185363292694,0.22570185363292694,0.2125359044281225,0.2125359044281225,318052000
2000-12-26,0.2210000455379486,0.225701850915496,0.21441664410987132,0.22382113378688803,216815200
2000-12-27,0.2228807806968689,0.2228807806968689,0.2134762902590603,0.21582720569404265,325466400
2000-12-28,0.2228807806968689,0.22476152308967756,0.21535703265186895,0.21629737873621635,305177600
2000-12-29,0.22382114827632904,0.22570186552668842,0.21817897141319437,0.2210000598447617,630336000
2001-01-02,0.22382114827632904,0.22946332513946371,0.21911931748234578,0.22382114827632904,452312000
2001-01-03,0.24639156460762024,0.2510933949464197,0.21723857920113604,0.21817895029130674,817073600
2001-01-04,0.25673648715019226,0.27836570547936723,0.2529741731820237,0.27295862690561506,739396000
2001-01-05,0.24639156460762024,0.2614382554119748,0.24168890557103528,0.2548548541950484,412356000
2001-01-08,0.2492125779390335,0.25556004950176514,0.23980809138738277,0.25485477767391124,373699200
2001-01-09,0.25861719250679016,0.2654348402921602,0.2492127012998946,0.25297416128106226,588929600
2001-01-10,0.2492125779390335,0.2557951233696854,0.24168883300302418,0.25109331955467495,580781600
2001-01-11,0.27084270119667053,0.2783655933711045,0.2445108081866221,0.2445108081866221,803734400
2001-01-12,0.25861719250679016,0.27084279753360574,0.25673647507223585,0.26896120117698646,423376800
2001-01-16,0.2576768100261688,0.2746042188094928,0.2557952139347593,0.26237861550586783,306118400
2001-01-17,0.25297418236732483,0.26425941706149664,0.24827237583299788,0.26425941706149664,840873600
2001-01-18,0.2811867892742157,0.28212713537884737,0.2651997252287755,0.268020838878843,1227010400
2001-01-19,0.29341235756874084,0.29435272875054685,0.28118677884356624,0.29247198638693483,776664000
2001-01-22,0.28965088725090027,0.2952930639091433,0.2774253089774638,0.28682979892177873,519327200
2001-01-23,0.3084590435028076,0.31504244576198315,0.28682982697919834,0.2905912868233213,879530400
2001-01-24,0.3084590435028076,0.3112809859178602,0.29435274666744426,0.310340639790873,717091200
2001-01-25,0.29999569058418274,0.309400178717854,0.2971746027982045,0.309400178717854,489708800
2001-01-26,0.2943527102470398,0.2981149983235698,0.28682979148960824,0.2934123391243471,482820800
2001-01-29,0.3263276219367981,0.327267993011105,0.2943526951014258,0.2943526951014258,855528800
2001-01-30,0.3272680342197418,0.33102946876649075,0.31410208416001717,0.3244469206415948,692423200
2001-01-31,0.32538729906082153,0.3385532494129482,0.32256621053207796,0.3235065817456783,730704800
2001-02-01,0.31786349415779114,0.32350654957614117,0.3084590044831922,0.31128094654127314,369695200
2001-02-02,0.3103405833244324,0.3300890788887723,0.30845898737872324,0.3178634765318305,427341600
2001-02-05,0.3037571609020233,0.3094001904985706,0.2971746141134203,0.30845896568699593,286115200
2001-02-06,0.31786349415779114,0.32186005258413114,0.3009361108586394,0.30328700099078126,462711200
2001-02-07,0.31222131848335266,0.3141020607284835,0.2981149982832223,0.31081077435553206,393887200
2001-02-08,0.31222131848335266,0.31692314898412477,0.3037571999065598,0.3094002302277114,604128000
2001-02-09,0.2877701222896576,0.3131616457677725,0.28118672176752235,0.30845896211543966,590083200
2001-02-12,0.2962343394756317,0.3009361709021459,0.2830683878058267,0.28682984792462607,274120000
2001-02-13,0.2877701222896576,0.3075186162365642,0.2858893803078037,0.2999956985332516,237070400
2001-02-14,0.29341235756874084,0.2952930748202963,0.27836566529814827,0.28871052677176745,309120000
2001-02-15,0.3018764853477478,0.30940025860406606,0.2962343083189983,0.2962343083189983,311416000
2001-02-16,0.2858894169330597,0.2934123356001324,0.2821271037896644,0.2858894169330597,263911200
2001-02-20,0.27554458379745483,0.2924719937454945,0.27366386649858077,0.28871053403568914,314893600
2001-02-21,0.2840087115764618,0.2999957493814578,0.27460422159956976,0.27460422159956976,390258400
2001-02-22,0.28306835889816284,0.29153162446712616,0.27084277978458,0.2868298186328323,431961600
2001-02-23,0.28306835889816284,0.28400873010984456,0.2746042395192495,0.28024641656522503,293865600
2001-02-26,0.29341235756874084,0.29623429981202515,0.2793060364799543,0.286829809520212,206438400
2001-02-27,0.29153165221214294,0.29247202351331963,0.2811868145374071,0.2901211078164078,348516000
2001-02-28,0.27460426092147827,0.2924720184736219,0.2727235183515327,0.2915316471886491,508233600
2001-03-01,0.2821270525455475,0.2821270525455475,0.25861710100535473,0.2680207601871904,330461600
2001-03-02,0.28965088725090027,0.30751866729463534,0.27460422064834233,0.27554456668334576,406201600
2001-03-05,0.30657824873924255,0.30845896563047664,0.2896508424601695,0.29153155935140357,324172800
2001-03-06,0.323506623506546,0.33196989018528406,0.31128101767778166,0.3117512159013075,731802400
2001-03-07,0.3197442591190338,0.3253872898263233,0.31222133984784667,0.32068463030594635,419540800
2001-03-08,0.3131616413593292,0.3178634460236727,0.3075186119075591,0.311280899403951,204859200
2001-03-09,0.30469754338264465,0.311280944771602,0.30093610914777996,0.31034059876891323,299135200
2001-03-12,0.2802462875843048,0.29905526010882866,0.27272337157732257,0.29623417288422177,391020000
2001-03-13,0.2943527102470398,0.2943527102470398,0.27366384241026137,0.2840087032335852,443329600
2001-03-14,0.30751869082450867,0.3084590369314629,0.2774253302047358,0.27836567631169007,477775200
2001-03-15,0.2962343394756317,0.32162501769748975,0.2962343394756317,0.3141021225719509,529317600
2001-03-16,0.29529309272766113,0.30563795482862044,0.28400873830990186,0.28588945567550905,470316000
2001-03-19,0.3094002306461334,0.3103406017699705,0.29341233948143663,0.2971746526746004,356008800
2001-03-20,0.2962343394756317,0.31504246876760583,0.2962343394756317,0.31175120685869384,499206400
2001-03-21,0.30281683802604675,0.31410207031496423,0.2915316057371293,0.2976448343621685,371375200
2001-03-22,0.32538729906082153,0.3272680414880222,0.30375722931251253,0.30657831784125605,723301600
2001-03-23,0.3460761308670044,0.3545402493330569,0.33102943974117216,0.33196981085143423,944888000
2001-03-26,0.32771962881088257,0.35736131899658136,0.317938484034824,0.3480326683096622,734451200
2001-03-27,0.3441203236579895,0.34682850744635524,0.32952444754701604,0.33012693582128694,543821600
2001-03-28,0.333587646484375,0.33855320359516494,0.3235065379642216,0.33223355430830176,584662400
2001-03-29,0.3390039801597595,0.35284737518056264,0.3235065045366503,0.3275687555330681,613065600
2001-03-30,0.33208271861076355,0.3418630094619204,0.32109830481610724,0.33930564820394127,400349600
2001-04-02,0.3248606324195862,0.34096059940123186,0.3220016248300204,0.3323835515204784,340911200
2001-04-03,0.3045475482940674,0.32200158002527085,0.3028917851040096,0.3213999454683981,368687200
2001-04-04,0.29341235756874084,0.3046975651121095,0.2821271249133157,0.29732464019557614,685484800
2001-04-05,0.3140271008014679,0.33855327030768495,0.30093615935686335,0.30996399477482384,446762400
2001-04-06,0.3098140060901642,0.3165844684279903,0.2994312242301704,0.31297383141380325,324889600
2001-04-09,0.30906158685684204,0.3210984262340827,0.3018386294203713,0.31131813168467176,266582400
2001-04-10,0.3316311240196228,0.3415622650934693,0.31267217283689674,0.3144779056206698,457374400
2001-04-11,0.3280203938484192,0.346076057772295,0.32019580573062195,0.3457752405332475,334096000
2001-04-12,0.33734917640686035,0.34637701193759063,0.3182402051314901,0.322302482510932,298933600
2001-04-16,0.32260316610336304,0.33704821929380674,0.31387615154920234,0.33238345532263996,285224800
2001-04-17,0.306954950094223,0.3191426090931586,0.2949172602906235,0.3189917860879362,685199200
2001-04-18,0.3429163992404938,0.3623270182680182,0.3171869577476402,0.324559909216952,1100842400
2001-04-19,0.38700392842292786,0.38745471493940387,0.35510483710300084,0.38444573817057814,1873670400
2001-04-20,0.3767719566822052,0.38564982148717075,0.3701514898375621,0.3751170471454982,693403200
2001-04-23,0.364885151386261,0.37617038446249407,0.3611228378208801,0.3662392437502985,541525600
2001-04-24,0.36157453060150146,0.37240809903010386,0.3537499393529115,0.3660884483885891,377137600
2001-04-25,0.37195727229118347,0.37406382241979413,0.354653230892474,0.3642827007958792,330780800
2001-04-26,0.37150558829307556,0.3927211065244234,0.3713547652882042,0.3787276898724917,799696800
2001-04-27,0.3942261040210724,0.39558019655607496,0.37240811791663225,0.379179409289647,453012000
2001-04-30,0.3835432529449463,0.4080694173964354,0.3742137482855428,0.40174974305467037,494776800
2001-05-01,0.3901638090610504,0.3987400043005866,0.37917939242323445,0.3823392428757474,427252000
2001-05-02,0.40009403228759766,0.4017497705547452,0.38760555596832136,0.3963325728308495,368524800
2001-05-03,0.37556785345077515,0.3949784672111198,0.3721072114239101,0.3907653675787966,301543200
2001-05-04,0.38745465874671936,0.3889595989298774,0.3605211539416483,0.36473425318256336,281052800
2001-05-07,0.37556785345077515,0.3876055428545542,0.37376212093723615,0.3854989930383926,276550400
2001-05-08,0.36969977617263794,0.38294070723466306,0.36037112671931354,0.3814366461107902,315436800
2001-05-09,0.3608219623565674,0.3693989836139953,0.356158051667021,0.3632293291925894,324889600
