Site;Year;Month;Day;Date;Precip;Wsmean;Tmean;Rhumean;Rhumin;Sunhour;Tmin;Tmax
50353;1960;12;1;1960/12/1;0;0;-29.8;74;71;3.2;-34.1;-23
50353;1960;12;2;1960/12/2;0;2.5;-27.5;64;44;4.6;-32.5;-23.6
50353;1960;12;3;1960/12/3;0;1.5;-28.8;49;38;2.5;-33.9;-23.4
50353;1960;12;4;1960/12/4;0;1.3;-31.3;61;46;6.2;-37.3;-25.5
50353;1960;12;5;1960/12/5;0;0;-36.4;69;61;2.5;-42.3;-29.1
50353;1960;12;6;1960/12/6;0;0;-33.2;70;62;2.4;-37.6;-27
50353;1960;12;7;1960/12/7;0.1;0.5;-23.2;71;57;3.3;-34.8;-16.3
50353;1960;12;8;1960/12/8;0;0;-23.9;73;63;0.4;-29.9;-19.4
50353;1960;12;9;1960/12/9;0.6;3;-20.9;77;72;0;-24.1;-18.8
50353;1960;12;10;1960/12/10;0.3;0.5;-21.8;74;60;5.8;-25.3;-16.6
50353;1960;12;11;1960/12/11;0;0;-26.8;74;63;4.9;-32.5;-20.1
50353;1960;12;12;1960/12/12;0.3;0;-24.3;77;65;1.1;-27.4;-19.2
50353;1960;12;13;1960/12/13;0;0;-27;76;70;2.6;-33;-20
50353;1960;12;14;1960/12/14;0;0.5;-28.6;78;74;2.9;-33.4;-21.4
50353;1960;12;15;1960/12/15;0.2;0.5;-31.8;77;73;1.3;-36.4;-28.7
50353;1960;12;16;1960/12/16;0;0.3;-31.2;76;54;1.8;-37.3;-26.4
50353;1960;12;17;1960/12/17;0;4.8;-19.8;50;43;5.2;-27.9;-16.7
50353;1960;12;18;1960/12/18;0;5;-19.3;48;42;2.9;-27;-16.4
50353;1960;12;19;1960/12/19;0;1.3;-26.8;67;42;6.4;-32.5;-19.5
50353;1960;12;20;1960/12/20;0;0;-32.2;69;53;6.6;-36.4;-25
50353;1960;12;21;1960/12/21;0;0;-33.2;69;55;5.8;-37.5;-26.7
50353;1960;12;22;1960/12/22;0;0;-35.5;70;61;4.6;-38.7;-29.8
50353;1960;12;23;1960/12/23;0;0;-35.6;68;58;5.3;-40.2;-29
50353;1960;12;24;1960/12/24;0;0;-33.7;69;57;4.4;-37.3;-27.8
50353;1960;12;25;1960/12/25;0;0;-35.3;73;70;2.4;-39.3;-30.1
50353;1960;12;26;1960/12/26;0;0;-36.5;69;60;4;-40.1;-31.6
50353;1960;12;27;1960/12/27;0;0;-35.8;68;57;5;-39.7;-29.8
50353;1960;12;28;1960/12/28;0;1.3;-32.6;66;51;5.1;-40.2;-23.2
50353;1960;12;29;1960/12/29;0;3.8;-27.4;58;47;4.5;-31.7;-23.4
50353;1960;12;30;1960/12/30;0;2;-27.2;59;50;6.7;-31;-23.3
50353;1960;12;31;1960/12/31;0;0;-31.8;67;54;6.4;-36.7;-24.3
50353;1961;1;1;1961/1/1;0;0;-35.8;69;60;5.7;-39.6;-29.6
50353;1961;1;2;1961/1/2;0;0.5;-33.4;72;66;1.8;-37;-28.8
50353;1961;1;3;1961/1/3;0.4;1.5;-32.4;73;68;0;-38.7;-28.2
50353;1961;1;4;1961/1/4;0.1;1.5;-30.5;67;50;6.4;-36.3;-24.2
50353;1961;1;5;1961/1/5;0;0;-37.7;67;58;5.2;-42.7;-29.9
50353;1961;1;6;1961/1/6;0;0;-38.6;67;59;2.4;-43.6;-33.6
50353;1961;1;7;1961/1/7;0.2;0;-37.8;70;67;0;-42;-31.4
50353;1961;1;8;1961/1/8;0.3;2.3;-33.4;64;46;5;-37.8;-26.4
50353;1961;1;9;1961/1/9;0;0.3;-35.2;59;47;6.7;-41.5;-28.1
50353;1961;1;10;1961/1/10;0;0.5;-39;63;53;3.9;-46;-30
50353;1961;1;11;1961/1/11;0;0;-36.3;64;52;6.9;-44.3;-27
50353;1961;1;12;1961/1/12;0;0;-37.2;66;55;5.9;-42.3;-28.9
50353;1961;1;13;1961/1/13;0;0;-35.7;67;55;4.3;-40.2;-29.5
50353;1961;1;14;1961/1/14;0;0;-36.4;68;60;3.6;-41.2;-30.6
50353;1961;1;15;1961/1/15;0;0;-34.9;69;61;5.7;-41.3;-27
50353;1961;1;16;1961/1/16;0;0.5;-33.9;70;61;3.7;-39.9;-26.1
50353;1961;1;17;1961/1/17;0;0;-36.6;68;58;2.8;-42;-28.4
50353;1961;1;18;1961/1/18;0;0.3;-35;67;53;6.2;-40.3;-26.4
50353;1961;1;19;1961/1/19;0;0;-34.5;68;58;3.8;-39.8;-26.4
50353;1961;1;20;1961/1/20;2.3;0.5;-28.9;75;71;0;-36.4;-22.8
50353;1961;1;21;1961/1/21;0.6;2.5;-25.9;74;65;5.6;-31.4;-21.3
50353;1961;1;22;1961/1/22;0;0.5;-30.7;75;65;2.5;-34;-23.5
50353;1961;1;23;1961/1/23;0;1;-31.1;71;57;6.9;-37.8;-22.1
50353;1961;1;24;1961/1/24;0;1.5;-26.6;74;68;1.8;-33.5;-21.3
50353;1961;1;25;1961/1/25;0;3.5;-22.3;60;37;6.7;-28.6;-16.6
50353;1961;1;26;1961/1/26;0;0;-25.9;50;38;7.4;-35.5;-18.7
50353;1961;1;27;1961/1/27;0;0;-32.4;69;57;6.7;-37.6;-24.4
50353;1961;1;28;1961/1/28;0;0;-30.7;70;56;4;-35.5;-24
50353;1961;1;29;1961/1/29;0;4.8;-21;52;46;7;-32.2;-17.3
50353;1961;1;30;1961/1/30;0;4.3;-19.8;55;44;4.7;-26.8;-13.6
50353;1961;1;31;1961/1/31;0;3.3;-17.1;50;41;4;-23.1;-11.9
50353;1961;2;1;1961/2/1;0;2.8;-15.4;64;51;0;-24.5;-9
50353;1961;2;2;1961/2/2;0;1.3;-19;72;55;7.9;-24.9;-11
50353;1961;2;3;1961/2/3;0.1;0.5;-24.7;76;67;1.6;-31.5;-17.4
50353;1961;2;4;1961/2/4;0;0.3;-23.5;72;53;4.3;-30.9;-16.2
50353;1961;2;5;1961/2/5;0;0;-24.6;72;53;7;-32.6;-16.2
50353;1961;2;6;1961/2/6;0;0;-26.1;76;60;4.8;-33.1;-18
50353;1961;2;7;1961/2/7;0;0;-27.2;72;56;7.4;-34.9;-19.6
50353;1961;2;8;1961/2/8;0;2.3;-24.1;64;33;6.5;-34;-13.6
50353;1961;2;9;1961/2/9;0;8.8;-23.3;38;34;6.8;-26.5;-15.9
50353;1961;2;10;1961/2/10;0;3.8;-26.8;45;35;8.4;-32.5;-20.8
50353;1961;2;11;1961/2/11;0;2;-26.8;51;38;8.8;-34.9;-21.6
50353;1961;2;12;1961/2/12;0;0;-28.8;64;47;6.1;-38.1;-18.2
50353;1961;2;13;1961/2/13;0;5.5;-23.6;61;42;4.7;-34.5;-17.2
50353;1961;2;14;1961/2/14;0;5;-21.4;44;41;6.3;-24.8;-18
50353;1961;2;15;1961/2/15;0;2.8;-24.4;48;39;8.6;-30.5;-19.6
50353;1961;2;16;1961/2/16;0;1;-24.6;62;50;1.7;-34.5;-14.6
50353;1961;2;17;1961/2/17;0;1;-21.5;66;46;9.3;-28.7;-12.1
50353;1961;2;18;1961/2/18;0;0;-23.1;65;39;9.1;-31.4;-10.4
50353;1961;2;19;1961/2/19;0;0.5;-22.7;67;48;5.9;-31.6;-13.3
50353;1961;2;20;1961/2/20;0;1.3;-20.8;66;46;8.7;-29.4;-12.8
50353;1961;2;21;1961/2/21;0;0.8;-22.8;69;50;9.2;-31.5;-10.5
50353;1961;2;22;1961/2/22;0;0.5;-22.2;68;41;9.5;-32.7;-9
50353;1961;2;23;1961/2/23;0;0;-20.4;73;54;4.6;-28.4;-10
50353;1961;2;24;1961/2/24;0;0.5;-21.6;73;50;7.6;-31.3;-10.1
50353;1961;2;25;1961/2/25;0;0;-22.4;73;52;8.7;-31.6;-10.7
50353;1961;2;26;1961/2/26;0;0.5;-21.1;69;47;8.1;-31;-9.3
50353;1961;2;27;1961/2/27;0;0.5;-17.8;78;66;3.8;-25;-10.9
50353;1961;2;28;1961/2/28;0.2;2;-16.2;76;52;4;-27.5;-6
50353;1961;3;1;1961/3/1;0;2;-10.8;73;32;4.8;-17.8;-4.4
50353;1961;3;2;1961/3/2;0;1;-15.9;55;33;9.8;-25.4;-6.4
50353;1961;3;3;1961/3/3;0;2.5;-16.2;59;34;6;-28.6;-3.3
50353;1961;3;4;1961/3/4;0;2.8;-12.9;59;38;8.9;-23.1;-3.6
50353;1961;3;5;1961/3/5;0;0.3;-15;72;50;8.2;-26;-4.4
50353;1961;3;6;1961/3/6;1.9;6.3;-12.7;74;38;0;-17.9;-8.8
50353;1961;3;7;1961/3/7;0;5.5;-17.2;33;28;9.8;-20.7;-12.9
50353;1961;3;8;1961/3/8;0;3.3;-16.7;46;40;9.6;-23.1;-10
50353;1961;3;9;1961/3/9;0;0.5;-18.3;70;44;8.3;-28;-5.9
50353;1961;3;10;1961/3/10;0;0.5;-14.2;70;43;9.6;-24.6;-3.3
50353;1961;3;11;1961/3/11;0;1;-12.8;69;44;9.1;-23;-2.4
50353;1961;3;12;1961/3/12;0;1;-14.1;74;43;9.9;-24.1;-3.2
50353;1961;3;13;1961/3/13;0;0.3;-13.7;77;50;8.3;-24.3;-2
50353;1961;3;14;1961/3/14;0;1;-11.4;71;46;8.4;-23.8;1.7
50353;1961;3;15;1961/3/15;0;1.3;-8.2;72;51;7.3;-21.7;2.4
50353;1961;3;16;1961/3/16;0;1.3;-6;77;52;7.7;-12.1;0.9
50353;1961;3;17;1961/3/17;0.9;1.8;-6.3;94;55;0;-13.9;-2.2
50353;1961;3;18;1961/3/18;0;6;-6.3;48;29;10.6;-9.5;-1.8
50353;1961;3;19;1961/3/19;0;3.3;-5.2;45;34;9.8;-9.8;-1.8
50353;1961;3;20;1961/3/20;0;0.5;-8.8;69;42;7.6;-18.4;-0.7
50353;1961;3;21;1961/3/21;0;2.3;-5.4;72;48;5.9;-11.8;-1.1
50353;1961;3;22;1961/3/22;0;2;-9;53;32;6.3;-14.9;-4.1
50353;1961;3;23;1961/3/23;2.2;4;-13;52;28;6.2;-19.6;-8.1
50353;1961;3;24;1961/3/24;0;6.5;-14.4;48;41;10.3;-20.5;-9.2
50353;1961;3;25;1961/3/25;0;1.5;-12.8;49;35;10.7;-20.3;-5.4
50353;1961;3;26;1961/3/26;0;1;-12.5;63;33;9.4;-24.1;-3
50353;1961;3;27;1961/3/27;0;1.8;-7;53;45;3.5;-14.1;-3.3
50353;1961;3;28;1961/3/28;0;0.5;-7.6;75;46;7.6;-16.1;-0.7
50353;1961;3;29;1961/3/29;0;3;-7.1;72;42;4.3;-17.6;-0.7
50353;1961;3;30;1961/3/30;3.1;3.8;-2.6;68;45;3.6;-5.5;1.2
50353;1961;3;31;1961/3/31;0;5.8;-1.7;57;42;9.1;-6.8;1.4
50353;1961;4;1;1961/4/1;0;4.3;-0.6;51;37;3.4;-6.8;3.9
50353;1961;4;2;1961/4/2;0;0.8;-2.2;62;36;5.3;-9.5;3.3
50353;1961;4;3;1961/4/3;3.1;2.8;-2.6;65;41;3.3;-5;0.9
50353;1961;4;4;1961/4/4;0;4;-7.1;46;29;12.6;-10;-2.6
50353;1961;4;5;1961/4/5;0;3;-9;52;41;11.3;-17.1;-4.9
50353;1961;4;6;1961/4/6;0;2.5;-8.9;57;31;11.4;-17.6;-3
50353;1961;4;7;1961/4/7;0;1.5;-9.5;62;34;10;-19.4;-1.7
50353;1961;4;8;1961/4/8;0;3.8;-6.3;62;39;11.5;-14.6;-0.1
50353;1961;4;9;1961/4/9;0;1.5;-3.5;45;27;10.5;-13.5;1.6
50353;1961;4;10;1961/4/10;0;2.5;0;67;46;5.3;-8.3;6.3
50353;1961;4;11;1961/4/11;2.2;2.8;2.1;79;57;4.4;-1.5;7.1
50353;1961;4;12;1961/4/12;5.2;7.3;2.2;60;24;10.8;-0.3;5.6
50353;1961;4;13;1961/4/13;0;5.3;-1.1;51;32;6.3;-4.5;1.7
50353;1961;4;14;1961/4/14;0;5;-2.1;46;31;11.6;-5.4;1.5
50353;1961;4;15;1961/4/15;0.5;4.5;-1.5;63;33;0;-7.9;2.8
50353;1961;4;16;1961/4/16;5.2;6.5;-0.9;82;41;1.8;-2.7;2.6
50353;1961;4;17;1961/4/17;0;2.5;0.3;54;20;11.9;-6.3;6.2
50353;1961;4;18;1961/4/18;0;2;4.4;48;28;5.1;-4.1;10.6
50353;1961;4;19;1961/4/19;0;1.8;7.4;53;32;4.8;0.4;13.7
50353;1961;4;20;1961/4/20;0;6.8;4.4;58;22;8.2;1.5;9.4
50353;1961;4;21;1961/4/21;0;5.8;2.3;44;25;12.8;-1.8;8.9
50353;1961;4;22;1961/4/22;0;5.5;6.1;41;18;6;-1.5;15.9
50353;1961;4;23;1961/4/23;0;8.5;4.6;29;22;12.8;-0.8;9.2
50353;1961;4;24;1961/4/24;0;1.5;7.4;44;10;13.6;-4.2;18.4
50353;1961;4;25;1961/4/25;0;3.8;13.1;26;6;13.3;1.8;25
50353;1961;4;26;1961/4/26;0;7.3;6.1;29;9;10.9;1.1;12.4
50353;1961;4;27;1961/4/27;0;1.8;1.1;57;19;3.9;-9.1;8.9
50353;1961;4;28;1961/4/28;0.4;1;2.8;84;59;0;-1;7.3
50353;1961;4;29;1961/4/29;15.6;3;1.5;91;56;0;-0.4;4.7
50353;1961;4;30;1961/4/30;0.8;6.3;4.8;56;12;5.2;0.8;10.3
50353;1961;5;1;1961/5/1;14.5;7.3;0.1;91;40;0.6;-1.7;4
50353;1961;5;2;1961/5/2;0;4.5;2.7;47;24;8.7;-1.6;6.4
50353;1961;5;3;1961/5/3;0;1.3;3.2;51;14;13.4;-2.4;9.4
50353;1961;5;4;1961/5/4;0;1.3;5.7;52;26;13.9;-5.1;14.4
50353;1961;5;5;1961/5/5;0;1.5;6.5;49;12;6.3;-4.2;15.9
50353;1961;5;6;1961/5/6;0.6;1.8;7.9;62;33;0;1.8;14.2
50353;1961;5;7;1961/5/7;1.4;2;7.6;81;53;2.9;4;12.1
50353;1961;5;8;1961/5/8;2.5;4;6.7;74;46;2.8;3.7;11
50353;1961;5;9;1961/5/9;0;2.8;7.5;67;26;12.4;-2.4;15.8
50353;1961;5;10;1961/5/10;0;1.8;8;55;14;14;-1.9;16
50353;1961;5;11;1961/5/11;1.5;0.5;6;76;53;5.7;-1.1;12.6
50353;1961;5;12;1961/5/12;0;3.5;8.1;61;15;5.4;-3.5;16.7
50353;1961;5;13;1961/5/13;1.6;3.3;6.1;63;26;4.1;2.2;12.5
50353;1961;5;14;1961/5/14;0.2;2;6.8;57;19;13.8;-0.9;13.2
50353;1961;5;15;1961/5/15;0.5;4.8;8.6;56;43;3.8;4.2;13
50353;1961;5;16;1961/5/16;0;4.5;9.9;43;17;13.5;2.5;16.2
50353;1961;5;17;1961/5/17;0;3;10.7;38;12;14.6;2;17.6
50353;1961;5;18;1961/5/18;0;6.3;12.8;33;19;3.4;1.6;19
50353;1961;5;19;1961/5/19;1.5;6;10.8;73;22;2.6;4.5;18.5
50353;1961;5;20;1961/5/20;0;4.8;12;58;22;4.3;4.9;19.5
50353;1961;5;21;1961/5/21;0;2.8;13.9;37;11;14.1;3.8;22.3
50353;1961;5;22;1961/5/22;0.1;5.3;17.2;32;21;8;11.6;27.6
50353;1961;5;23;1961/5/23;0;11;9.7;23;17;14.7;4.2;15.7
50353;1961;5;24;1961/5/24;0;2.8;7.9;42;11;13.9;-3.5;17.1
50353;1961;5;25;1961/5/25;0;4.5;15.7;33;14;7.6;2.7;26.7
50353;1961;5;26;1961/5/26;0;7.3;15.6;39;28;10.3;12.5;22.1
50353;1961;5;27;1961/5/27;0;3.5;12.7;36;16;14.7;4.8;19.7
50353;1961;5;28;1961/5/28;0;1.5;14.2;41;8;13.2;0;24.2
50353;1961;5;29;1961/5/29;0;2;15.6;36;21;10.7;6.3;23.4
50353;1961;5;30;1961/5/30;0;0.8;14.8;52;29;3.8;7.7;22.6
50353;1961;5;31;1961/5/31;0;3;17.4;51;18;9.7;3.1;29.3
50353;1961;6;1;1961/6/1;0;7;23;34;16;4.6;15.6;34.7
50353;1961;6;2;1961/6/2;0;6;13.2;33;20;6.6;7.6;19.6
50353;1961;6;3;1961/6/3;0;3.3;11.9;49;37;0;9.9;14.7
50353;1961;6;4;1961/6/4;0;1;15.6;57;23;10.3;1.7;25.5
50353;1961;6;5;1961/6/5;1;2.5;16.9;69;29;2.4;11.6;26
50353;1961;6;6;1961/6/6;10.8;4.5;14.5;63;17;6.5;9.7;19.5
50353;1961;6;7;1961/6/7;5.9;2.3;11.8;73;40;8.9;7.9;17
50353;1961;6;8;1961/6/8;0;0.8;15.1;63;24;12;4.6;23.1
50353;1961;6;9;1961/6/9;0.1;0.8;14.7;76;56;0.7;8.2;20.9
50353;1961;6;10;1961/6/10;2.3;10.3;14.6;54;37;5.8;9.4;17
50353;1961;6;11;1961/6/11;0.5;8.3;13;55;41;6;8.8;17.5
50353;1961;6;12;1961/6/12;1.2;2.5;13.9;73;46;7.7;8.6;18.4
50353;1961;6;13;1961/6/13;0;1;15.5;62;24;12.4;4.6;24.3
50353;1961;6;14;1961/6/14;0;0.8;17.1;65;36;8.4;7.8;23.9
50353;1961;6;15;1961/6/15;0;1;18.6;59;16;13.6;6.1;29
50353;1961;6;16;1961/6/16;7.1;4.3;17.1;76;47;0.3;12.6;22.5
50353;1961;6;17;1961/6/17;1.4;5;16;51;22;14.6;10.7;20.9
50353;1961;6;18;1961/6/18;2.1;3;14.9;55;26;7.9;8.2;21.6
50353;1961;6;19;1961/6/19;4.6;3.8;14.6;77;49;1.3;10;20.3
50353;1961;6;20;1961/6/20;7.1;4;15.5;87;67;1.7;13.4;17.6
50353;1961;6;21;1961/6/21;1.2;1.8;13.2;86;48;10.5;6.5;20.2
50353;1961;6;22;1961/6/22;1.4;1;13.3;85;41;8.6;5.6;22.5
50353;1961;6;23;1961/6/23;5.6;0.5;11.7;91;79;0.8;7.1;15.8
50353;1961;6;24;1961/6/24;2.8;1.5;12.1;94;73;1.3;5.6;18
50353;1961;6;25;1961/6/25;7.5;1.5;15.1;85;57;4.4;11.8;20.3
50353;1961;6;26;1961/6/26;0.5;1;17.6;71;32;10.4;9;25.9
50353;1961;6;27;1961/6/27;0.2;3.3;17.4;75;40;8.2;10.1;25.4
50353;1961;6;28;1961/6/28;3.2;3.3;17.3;75;41;12.2;12.3;23.4
50353;1961;6;29;1961/6/29;0;2.3;18.7;71;35;13.2;8.8;28.1
50353;1961;6;30;1961/6/30;16.4;3.8;17.9;77;40;10.2;10.7;26.8
50353;1961;7;1;1961/7/1;0.1;1.8;17.3;85;62;6.6;10.7;23.4
50353;1961;7;2;1961/7/2;0;2.8;18.4;82;59;3.5;12.3;23.5
50353;1961;7;3;1961/7/3;0.1;3;15.6;80;61;0;12.2;19.6
50353;1961;7;4;1961/7/4;0;3.3;15.1;77;57;2.1;10.5;19.1
50353;1961;7;5;1961/7/5;0;1.5;16.7;70;51;5.2;9.5;21.5
50353;1961;7;6;1961/7/6;0.1;1.8;15.6;76;47;12.9;6.9;23.4
50353;1961;7;7;1961/7/7;0.1;1.8;17.2;72;42;13.4;7.7;25.2
50353;1961;7;8;1961/7/8;5.9;2.3;21.5;68;37;11.3;9.3;31.7
50353;1961;7;9;1961/7/9;2.4;2;21.7;80;50;8.3;14.2;31.7
50353;1961;7;10;1961/7/10;7;3.8;14;83;69;2.2;10.9;21.9
50353;1961;7;11;1961/7/11;0;2;15.5;77;43;8.3;5.9;23.3
50353;1961;7;12;1961/7/12;20.9;1.3;18.7;91;80;0.3;15.5;21.9
50353;1961;7;13;1961/7/13;9.7;6.5;19.7;79;64;4.8;16.2;23.6
50353;1961;7;14;1961/7/14;8.5;4;16.8;77;47;6.2;13.6;23.1
50353;1961;7;15;1961/7/15;0;1.3;15.7;77;63;4.6;9.1;19.7
50353;1961;7;16;1961/7/16;0;0.8;17.5;80;53;10.2;8.9;24.3
50353;1961;7;17;1961/7/17;13.2;0.8;16;92;64;0;10.3;22
50353;1961;7;18;1961/7/18;5.7;1.3;17.7;90;73;2.7;15.2;20.9
50353;1961;7;19;1961/7/19;0;0.8;20.3;80;54;12;14.1;26.5
50353;1961;7;20;1961/7/20;0;2;20.1;81;52;10.1;12.9;26.7
50353;1961;7;21;1961/7/21;0;4.3;21.2;70;52;0.2;17.7;25.5
50353;1961;7;22;1961/7/22;0;3;21.8;68;44;13.7;15;27.7
50353;1961;7;23;1961/7/23;0;0.8;20.3;75;48;12.3;12.4;28.1
50353;1961;7;24;1961/7/24;0.2;1.5;18.8;83;63;1.8;15.2;23.4
50353;1961;7;25;1961/7/25;17.8;2.8;19.5;90;72;1.9;17.6;23.4
50353;1961;7;26;1961/7/26;0;3;20.8;73;45;13.2;16.2;26.6
50353;1961;7;27;1961/7/27;0;1.8;19.8;69;42;14.8;11;26.7
50353;1961;7;28;1961/7/28;0;0.5;19;77;45;13.5;10.7;26.8
50353;1961;7;29;1961/7/29;0;0;19.7;81;46;12.5;11.8;28.3
50353;1961;7;30;1961/7/30;0.1;0.5;21.7;74;41;12.8;12.4;30.3
50353;1961;7;31;1961/7/31;0;1;22.7;74;50;8.4;13.2;29.6
50353;1961;8;1;1961/8/1;39.3;1.3;19.7;95;88;0;17.7;22.1
50353;1961;8;2;1961/8/2;9.2;2.3;20.1;95;81;0;17;23.2
50353;1961;8;3;1961/8/3;0;2.3;22.3;80;48;11.9;17.1;28.1
50353;1961;8;4;1961/8/4;0;1.5;22.6;75;47;13;14.7;29.3
50353;1961;8;5;1961/8/5;26.8;3.5;19.1;94;84;0;18.5;23
50353;1961;8;6;1961/8/6;0.6;0.8;21.4;81;60;10.6;16.9;26.5
50353;1961;8;7;1961/8/7;0;4;19.5;73;51;11.9;13;24.4
50353;1961;8;8;1961/8/8;0;4.3;19.5;81;62;5.4;16;24.4
50353;1961;8;9;1961/8/9;0;0;18.9;84;49;9.6;12.6;27.1
50353;1961;8;10;1961/8/10;0;2.3;19.4;81;53;9.1;10.8;27.6
50353;1961;8;11;1961/8/11;1.9;2.5;19.9;85;67;0.5;16.2;24.2
50353;1961;8;12;1961/8/12;7.9;2.3;19.4;95;86;0;17.4;20.6
50353;1961;8;13;1961/8/13;14.1;7;19.4;86;66;4.8;17.8;22.5
50353;1961;8;14;1961/8/14;0;4.3;17.9;69;50;13.7;13.7;22.8
50353;1961;8;15;1961/8/15;0;3;16.6;66;34;12.5;12.7;22.6
50353;1961;8;16;1961/8/16;0;0;16.4;73;31;14;6.8;26.3
50353;1961;8;17;1961/8/17;0;2;17.8;85;55;12.3;7.7;26.9
50353;1961;8;18;1961/8/18;11.2;4.3;20.4;83;57;8.1;15;28
50353;1961;8;19;1961/8/19;2.8;2;18.2;84;55;10.5;14.7;24
50353;1961;8;20;1961/8/20;0;2.8;15.5;75;58;1.6;12.5;18.8
50353;1961;8;21;1961/8/21;0;2.3;15.2;75;55;10;7.8;20.3
50353;1961;8;22;1961/8/22;0;1;18.5;79;53;12.8;14;24.7
50353;1961;8;23;1961/8/23;0;2.5;16.9;85;59;4.5;11;24.4
50353;1961;8;24;1961/8/24;9.2;4.5;15.7;88;63;2.7;12.9;19.9
50353;1961;8;25;1961/8/25;3.2;3.5;12.1;84;72;4.4;8.2;16.1
50353;1961;8;26;1961/8/26;0.7;2;13.5;86;64;6.7;8.6;18.1
50353;1961;8;27;1961/8/27;0;1;13.4;79;58;4.8;9;18.3
50353;1961;8;28;1961/8/28;0;1.5;13.1;83;54;8.3;8.2;19.2
50353;1961;8;29;1961/8/29;0;2;13.4;81;44;7.4;4.3;21.8
50353;1961;8;30;1961/8/30;11.7;2.5;14.3;96;92;0;13.3;15.6
50353;1961;8;31;1961/8/31;10.4;2.5;15.6;83;56;2.6;13.5;21.5
50353;1961;9;1;1961/9/1;6.1;2.5;13.2;88;73;0.3;11.2;14.8
50353;1961;9;2;1961/9/2;0;5;13.3;67;38;10.4;8.2;19.5
50353;1961;9;3;1961/9/3;9.7;3;10.2;90;71;2.6;7.2;12.7
50353;1961;9;4;1961/9/4;0;1.8;12.3;74;38;13.1;4.3;21
50353;1961;9;5;1961/9/5;0;3.8;16;75;51;6.9;10.2;23.1
50353;1961;9;6;1961/9/6;5.1;1.3;14.6;86;46;9.1;11.7;21.9
50353;1961;9;7;1961/9/7;35.4;7.5;11.4;95;83;0;10;13
50353;1961;9;8;1961/9/8;12.4;7.3;9.4;92;76;0;8;10.7
50353;1961;9;9;1961/9/9;1.1;4.5;10.5;74;55;1.3;7.8;14.6
50353;1961;9;10;1961/9/10;0;1.3;11.3;67;39;11.1;5.2;19.1
50353;1961;9;11;1961/9/11;4.1;1;10.3;91;69;1;3.1;16.8
50353;1961;9;12;1961/9/12;1.7;2.3;13.9;88;76;0.7;11.6;16.6
50353;1961;9;13;1961/9/13;0.1;1;7.9;85;42;4.4;2.9;16.2
50353;1961;9;14;1961/9/14;1.1;1.8;7;88;65;0;3.9;9.4
50353;1961;9;15;1961/9/15;4.3;1;6.3;92;69;1.1;3.6;10.6
50353;1961;9;16;1961/9/16;1.2;2.5;8.2;92;71;2.3;4.7;13
50353;1961;9;17;1961/9/17;0;2.8;9.4;76;45;11.6;2.9;16.9
50353;1961;9;18;1961/9/18;0;0.5;11.7;70;33;11.8;1.9;22.4
50353;1961;9;19;1961/9/19;0;0;11.6;77;42;7.4;2.9;21.5
50353;1961;9;20;1961/9/20;0;1.5;13.4;67;35;10.8;3.9;22.5
50353;1961;9;21;1961/9/21;0;1;12;75;39;10.3;1.5;22.6
50353;1961;9;22;1961/9/22;0;2;17.2;74;42;10.5;11;25.9
50353;1961;9;23;1961/9/23;0;2;13.7;78;41;6.9;9.5;20.5
50353;1961;9;24;1961/9/24;0.5;1;11.9;73;32;8.9;0.9;21.3
50353;1961;9;25;1961/9/25;4.2;1.3;12.4;84;59;8.6;8.6;17.8
50353;1961;9;26;1961/9/26;1.6;2;11.4;90;69;3.1;5.2;18.5
50353;1961;9;27;1961/9/27;2;2;10.9;86;55;1.9;8.6;14.6
50353;1961;9;28;1961/9/28;0;3;7.3;51;25;11.3;1.1;13
50353;1961;9;29;1961/9/29;0;0.3;4.2;64;23;11.5;-4.5;16.1
50353;1961;9;30;1961/9/30;0;0;6.8;60;29;8.3;-3.4;17.4
50353;1961;10;1;1961/10/1;0;1.3;7.6;65;15;10.4;-2.8;20.9
50353;1961;10;2;1961/10/2;0;2.3;10.5;54;31;10.4;5.1;17.4
50353;1961;10;3;1961/10/3;0;1.8;7.2;65;17;11;-3.1;19.2
50353;1961;10;4;1961/10/4;0;3.3;9.4;59;16;10.5;-3;20.9
50353;1961;10;5;1961/10/5;0;2.3;10.7;65;37;7.9;2.1;18.2
50353;1961;10;6;1961/10/6;0;1.5;7.9;79;42;2.9;4.6;14.2
50353;1961;10;7;1961/10/7;0;1.5;6.5;77;31;9.7;-1.4;14.5
50353;1961;10;8;1961/10/8;0;3;6.6;62;33;10.6;1.4;13.3
50353;1961;10;9;1961/10/9;0;0.5;5.9;56;14;10.4;-4.7;19.2
50353;1961;10;10;1961/10/10;0;5;9.5;48;14;10.4;-1.1;19.8
50353;1961;10;11;1961/10/11;0.6;7;5.1;71;43;0;-0.6;10
50353;1961;10;12;1961/10/12;0;6;-3.4;53;24;10.2;-8.1;1.5
50353;1961;10;13;1961/10/13;0;5.8;-1.4;49;24;10.2;-8.2;5.3
50353;1961;10;14;1961/10/14;0;0.8;2.2;46;25;9;-4.9;9.9
50353;1961;10;15;1961/10/15;0;1.5;-0.8;63;39;7.1;-7.8;6.5
50353;1961;10;16;1961/10/16;0;3.5;-2.1;39;24;8.1;-6.2;3.4
50353;1961;10;17;1961/10/17;0;3.3;-2.2;58;21;2.8;-11;4.7
