Site;Year;Month;Day;Date;Precip;Wsmean;Tmean;Rhumean;Rhumin;Sunhour;Tmin;Tmax
50353;1993;6;12;1993/6/12;10.2;0.3;15.7;86;63;4;13.1;20.6
50353;1993;6;13;1993/6/13;0.1;2.5;16.6;74;42;9.6;12.6;22.6
50353;1993;6;14;1993/6/14;13.6;1.3;18.1;73;53;11.1;12.6;23.1
50353;1993;6;15;1993/6/15;0;0.5;18.4;76;46;5.7;11.3;24.7
50353;1993;6;16;1993/6/16;2.5;0.8;19.3;70;43;6.1;13.6;26.3
50353;1993;6;17;1993/6/17;1.7;1;17.9;82;53;7.4;11.8;25.2
50353;1993;6;18;1993/6/18;0.1;1.3;18.2;83;57;6.2;13.6;23.9
50353;1993;6;19;1993/6/19;1.7;1;20.2;79;53;11.1;12.7;26.5
50353;1993;6;20;1993/6/20;0;1.8;21.8;74;48;11.3;13.6;28.1
50353;1993;6;21;1993/6/21;14.3;2;16.2;90;70;0;11.8;23.1
50353;1993;6;22;1993/6/22;43.5;3;13.4;95;93;0;11.5;14.9
50353;1993;6;23;1993/6/23;3;1.8;15.7;93;85;0;13.6;18
50353;1993;6;24;1993/6/24;3.1;2.8;14.9;75;49;6.5;10.7;19.9
50353;1993;6;25;1993/6/25;0;2;16.1;60;30;12.8;8.5;22.6
50353;1993;6;26;1993/6/26;0.7;1;14.8;71;50;6.9;10.3;19.6
50353;1993;6;27;1993/6/27;3.8;2.3;16.3;68;35;13;11.3;21.9
50353;1993;6;28;1993/6/28;6.7;0.8;15.8;74;40;10.2;7.3;26.3
50353;1993;6;29;1993/6/29;0;0.5;16.4;78;43;11.7;9.3;24.4
50353;1993;6;30;1993/6/30;0.2;1;19.6;72;45;11.8;10.6;26.9
50353;1993;7;1;1993/7/1;1;2.5;20.9;74;51;10.5;13.3;27.3
50353;1993;7;2;1993/7/2;1.7;1.3;22.2;76;45;9.4;17;28.8
50353;1993;7;3;1993/7/3;11.4;2;21.5;83;51;10.1;16.9;27
50353;1993;7;4;1993/7/4;0.9;1.3;19.5;84;58;10.9;14.9;25
50353;1993;7;5;1993/7/5;0;1.8;20.9;83;58;5.5;17;26.1
50353;1993;7;6;1993/7/6;1.5;0.8;20.2;85;67;3.2;15.6;24.1
50353;1993;7;7;1993/7/7;4.8;1.8;21.3;84;63;4.8;18.1;24.9
50353;1993;7;8;1993/7/8;1.9;1.3;22.1;85;58;6.6;16.3;28.4
50353;1993;7;9;1993/7/9;3.8;0.8;21.3;86;70;5.7;18.4;24.6
50353;1993;7;10;1993/7/10;0;1.8;21.6;86;64;3.6;17.5;26.4
50353;1993;7;11;1993/7/11;0;0.5;22.9;83;60;8.5;17.4;28.2
50353;1993;7;12;1993/7/12;0;1;24;79;57;9.9;18.7;29.2
50353;1993;7;13;1993/7/13;0.1;0.8;24.5;78;58;10.7;18.4;29.5
50353;1993;7;14;1993/7/14;0;1;25.1;78;51;13.1;18.2;31.2
50353;1993;7;15;1993/7/15;0;1.5;24.8;80;56;10.7;19;31.4
50353;1993;7;16;1993/7/16;26.8;3;23.6;83;60;6.9;21;29.1
50353;1993;7;17;1993/7/17;7.9;1.5;23.2;85;62;5.9;19.6;28.3
50353;1993;7;18;1993/7/18;0;1.3;22.8;78;50;13;16.7;29.1
50353;1993;7;19;1993/7/19;0.9;2.5;18.9;87;73;4.3;16.5;25.4
50353;1993;7;20;1993/7/20;3.5;1.5;19;80;48;8.3;15.5;25.2
50353;1993;7;21;1993/7/21;0;0.3;19.3;75;44;10.5;12.4;25.4
50353;1993;7;22;1993/7/22;12;1;18.8;90;60;7.1;16.5;22.8
50353;1993;7;23;1993/7/23;0.2;0.5;18.4;87;66;3;13.1;23.4
50353;1993;7;24;1993/7/24;7.2;1.5;18.8;93;86;0;17;20.6
50353;1993;7;25;1993/7/25;2.2;0.8;20.4;89;69;4.2;17.7;24.5
50353;1993;7;26;1993/7/26;0;0.5;20.2;86;61;7.3;15.3;25.8
50353;1993;7;27;1993/7/27;0;0.8;21.8;81;51;7.3;16.6;26.9
50353;1993;7;28;1993/7/28;0;1.3;21.9;83;59;10.6;15.9;27.4
50353;1993;7;29;1993/7/29;5.3;1.3;21.4;86;62;9.3;16.7;26.6
50353;1993;7;30;1993/7/30;0.1;1;20.2;87;61;1.7;15.6;26.6
50353;1993;7;31;1993/7/31;0;0.8;22.3;80;44;8.1;15.1;30.5
50353;1993;8;1;1993/8/1;0;0.3;24.2;79;49;9.7;17.1;31.6
50353;1993;8;2;1993/8/2;0;0.8;25.5;74;34;14.3;18.3;32.4
50353;1993;8;3;1993/8/3;0;0.8;23;83;63;9.6;17.7;29
50353;1993;8;4;1993/8/4;0;0.8;23.2;81;52;6.3;17.9;29.3
50353;1993;8;5;1993/8/5;0;1;23.5;77;54;11;17;30.6
50353;1993;8;6;1993/8/6;0;1.3;23;79;49;13.4;17;29.1
50353;1993;8;7;1993/8/7;7.3;2;19.6;84;61;3.7;13.6;25.6
50353;1993;8;8;1993/8/8;6.7;2.3;19.5;93;60;3.6;17.6;25.4
50353;1993;8;9;1993/8/9;0;2;20.4;82;62;7.8;17.3;24.9
50353;1993;8;10;1993/8/10;0.2;2.5;18.4;81;52;11.2;14.5;23.9
50353;1993;8;11;1993/8/11;4.3;0;16.9;93;74;1.9;13.1;21.9
50353;1993;8;12;1993/8/12;30.6;0.3;16.7;95;81;0;15.3;18.7
50353;1993;8;13;1993/8/13;21.9;2.5;15.3;96;93;0;14.5;17.1
50353;1993;8;14;1993/8/14;3.3;1.5;14.9;90;81;0;13.2;16.2
50353;1993;8;15;1993/8/15;0;2.3;16.2;84;65;1.8;13.9;19.9
50353;1993;8;16;1993/8/16;3.6;1.5;16.6;86;53;3.6;14.2;21.9
50353;1993;8;17;1993/8/17;0.2;1;17.2;84;62;6.1;12.3;22.7
50353;1993;8;18;1993/8/18;0;0.5;18.3;80;46;13.4;10.5;24.9
50353;1993;8;19;1993/8/19;4.6;1.3;16.9;88;59;6.4;10.4;24.6
50353;1993;8;20;1993/8/20;13.6;0.3;17;93;70;1;14.1;20.9
50353;1993;8;21;1993/8/21;11.1;1.3;19.1;90;74;1.6;16.3;23.2
50353;1993;8;22;1993/8/22;17.9;1.8;19.4;79;45;9.7;15.8;25.6
50353;1993;8;23;1993/8/23;0;0.3;18;80;50;12.6;10.6;25.2
50353;1993;8;24;1993/8/24;29.1;2.8;15.9;95;84;0;14.8;18
50353;1993;8;25;1993/8/25;3.8;1.5;16.4;93;83;0;15;18.3
50353;1993;8;26;1993/8/26;1.4;4;14.6;66;35;11.3;11.9;19.3
50353;1993;8;27;1993/8/27;0;1.5;13;71;54;13.3;4.8;21.2
50353;1993;8;28;1993/8/28;0;2.3;15.4;72;43;11;10.9;21.1
50353;1993;8;29;1993/8/29;0;1;14.4;81;65;12.5;5.4;22.7
50353;1993;8;30;1993/8/30;0;2.5;13.4;82;66;2.1;7.9;15.6
50353;1993;8;31;1993/8/31;0;1.5;15.1;80;58;11.4;9.5;22.4
50353;1993;9;1;1993/9/1;0;0.3;16.2;81;58;12.9;6;27.1
50353;1993;9;2;1993/9/2;0;0.3;16.9;83;53;9.9;7.8;25.8
50353;1993;9;3;1993/9/3;0;1.8;20.7;77;49;12.1;12.8;28.6
50353;1993;9;4;1993/9/4;0;1.3;21.7;76;52;12.3;16.2;28.6
50353;1993;9;5;1993/9/5;0.2;1;18.2;90;73;2.3;12.8;23.4
50353;1993;9;6;1993/9/6;0;2.5;20.9;86;71;5.3;16.7;27.1
50353;1993;9;7;1993/9/7;0;3;18.4;70;48;2.9;15.2;22.2
50353;1993;9;8;1993/9/8;0;1;11.6;69;37;12.5;4.8;18.9
50353;1993;9;9;1993/9/9;0;1.3;9.6;69;29;11.2;2.9;17.7
50353;1993;9;10;1993/9/10;0;0.8;8.8;72;30;7.5;0.7;18.1
50353;1993;9;11;1993/9/11;0.5;0.3;13.8;76;43;1.8;8.9;21.2
50353;1993;9;12;1993/9/12;5.1;2.5;13.7;80;60;5;7.7;19.4
50353;1993;9;13;1993/9/13;11;2.3;13.7;90;61;2.2;11.4;16.8
50353;1993;9;14;1993/9/14;0;0.8;12.6;86;65;0.3;9.4;15.9
50353;1993;9;15;1993/9/15;0;0.5;11.8;86;68;1.9;7.4;16.7
50353;1993;9;16;1993/9/16;0;1.5;12.8;80;61;6.2;5.3;19.3
50353;1993;9;17;1993/9/17;21.9;2;12.9;76;42;6.5;9.1;18.8
50353;1993;9;18;1993/9/18;0;0.3;8.6;77;59;6;2.3;14.5
50353;1993;9;19;1993/9/19;0;1.8;8.8;74;61;11.8;4;14.3
50353;1993;9;20;1993/9/20;0;1;8.2;56;26;12.1;0.9;16.5
50353;1993;9;21;1993/9/21;0;0.3;7.3;67;31;11.4;-1.5;18.4
50353;1993;9;22;1993/9/22;0;1.8;8.7;69;29;6.9;-0.3;17.5
50353;1993;9;23;1993/9/23;0.8;1;9.6;87;70;0;7.6;12.3
50353;1993;9;24;1993/9/24;0;0.3;9;76;37;10.4;1.1;18.9
50353;1993;9;25;1993/9/25;0;1.8;12.3;67;31;11;2.9;23.3
50353;1993;9;26;1993/9/26;0;2.8;14.3;70;39;9.5;8.8;22.6
50353;1993;9;27;1993/9/27;0;3;14.3;66;50;1.7;9.5;17.7
50353;1993;9;28;1993/9/28;0;4.5;15.1;56;43;4.1;12.7;18.5
50353;1993;9;29;1993/9/29;0;3;10.1;60;36;1.9;7.5;15
50353;1993;9;30;1993/9/30;0;3.5;6.8;40;15;11.5;2;12.5
50353;1993;10;1;1993/10/1;0;1;4.1;52;20;11.5;-5.8;16.6
50353;1993;10;2;1993/10/2;0;1.3;7.6;54;20;10.6;-2.7;20
50353;1993;10;3;1993/10/3;1.5;4.8;5.7;62;37;9.8;2.1;10.4
50353;1993;10;4;1993/10/4;0;3.5;2.4;53;39;4.8;-0.3;7.3
50353;1993;10;5;1993/10/5;0;2;5;60;24;10.8;-5.1;16.2
50353;1993;10;6;1993/10/6;0;3;13.1;49;21;9.5;3.1;24.1
50353;1993;10;7;1993/10/7;0.1;3;6.9;58;30;9.2;1.6;15.8
50353;1993;10;8;1993/10/8;0;0.3;3.2;57;26;11;-4.6;14.7
50353;1993;10;9;1993/10/9;0;1;3.1;62;28;6.5;-3.5;12
50353;1993;10;10;1993/10/10;0;1.3;3;57;25;10.7;-5.4;12
50353;1993;10;11;1993/10/11;0;4;7.4;39;13;7.6;2.2;15.2
50353;1993;10;12;1993/10/12;0;2.5;-0.2;47;37;5;-4;4.1
50353;1993;10;13;1993/10/13;0;1.3;-0.3;42;26;10.3;-8.9;6.7
50353;1993;10;14;1993/10/14;0;1.8;1.4;52;24;10.1;-8.2;11.2
50353;1993;10;15;1993/10/15;0;1.3;3.9;52;27;5.7;-3.4;12.7
50353;1993;10;16;1993/10/16;4.6;1.8;1.5;67;45;1.1;-3.3;7.7
50353;1993;10;17;1993/10/17;8.1;5.5;-6.1;66;38;0.3;-8.6;-2.2
50353;1993;10;18;1993/10/18;0;0.8;-1.9;68;41;7.7;-10.8;7.1
50353;1993;10;19;1993/10/19;0;1;3.5;73;45;6.7;-4.6;12.5
50353;1993;10;20;1993/10/20;0.4;3;1.7;81;69;1.5;-0.1;6.4
50353;1993;10;21;1993/10/21;0.1;5;-0.3;59;52;3.4;-1.9;1.4
50353;1993;10;22;1993/10/22;0;2.3;0.5;57;40;6.4;-2.4;4.3
50353;1993;10;23;1993/10/23;0;1.8;-1.1;54;46;4.5;-4.4;2
50353;1993;10;24;1993/10/24;0.1;4;1.1;75;59;2.7;0.1;3.4
50353;1993;10;25;1993/10/25;0;3.3;-1;45;17;9.8;-4.2;4.3
50353;1993;10;26;1993/10/26;0;0.5;-2.2;60;28;7.9;-8;6.9
50353;1993;10;27;1993/10/27;0;0.8;0.6;59;36;8.5;-4;8.4
50353;1993;10;28;1993/10/28;0;3.3;-4.3;46;23;9.4;-7.9;1.7
50353;1993;10;29;1993/10/29;0;1.3;-8;69;39;2.5;-14;-2.6
50353;1993;10;30;1993/10/30;0;1.3;-6.6;66;35;3.8;-10.4;-0.6
50353;1993;10;31;1993/10/31;0.3;5.3;-3.4;61;37;0.4;-10.1;1.1
50353;1993;11;1;1993/11/1;0;2.8;-5.3;43;29;7.1;-8.9;1.2
50353;1993;11;2;1993/11/2;0;0.8;-4.8;58;26;6.8;-11.5;1.6
50353;1993;11;3;1993/11/3;1.1;0.5;-5.1;77;48;5.5;-10.4;0.1
50353;1993;11;4;1993/11/4;0;4.3;-4;55;38;1.3;-5.5;-2.5
50353;1993;11;5;1993/11/5;0;1.5;-7;54;40;8.8;-10.1;-2.7
50353;1993;11;6;1993/11/6;0;1.8;-8.1;61;32;8.6;-12.3;-2.4
50353;1993;11;7;1993/11/7;0;0.5;-9.5;68;38;8.7;-16.3;-0.8
50353;1993;11;8;1993/11/8;0;2.3;-7.3;65;39;8.1;-11.8;-1.7
50353;1993;11;9;1993/11/9;0;0.3;-8.9;75;50;8.6;-16.2;1
50353;1993;11;10;1993/11/10;0;0;-9.7;83;66;6.4;-15;-2.1
50353;1993;11;11;1993/11/11;0;0.8;-5.9;81;66;3.7;-12.9;1.5
50353;1993;11;12;1993/11/12;0;3.5;-1.8;75;65;1.1;-4.2;0.8
50353;1993;11;13;1993/11/13;2.8;3.5;-2.9;84;73;0;-9.9;1.8
50353;1993;11;14;1993/11/14;0.5;3.5;-13.1;51;37;7.9;-16.8;-9.7
50353;1993;11;15;1993/11/15;0;1.3;-14.9;53;37;8.4;-19.1;-9.8
50353;1993;11;16;1993/11/16;0;0;-19.7;75;47;8.2;-25.7;-10.5
50353;1993;11;17;1993/11/17;0;0.8;-20.3;77;58;7.2;-26.2;-12.5
50353;1993;11;18;1993/11/18;0;1;-19;70;53;8.2;-22.3;-13.4
50353;1993;11;19;1993/11/19;0;0;-20.4;75;52;6.8;-25.8;-11.3
50353;1993;11;20;1993/11/20;0.1;2;-16.3;80;67;0;-20;-13.7
50353;1993;11;21;1993/11/21;0;4.8;-14.4;62;53;7;-16.8;-11
50353;1993;11;22;1993/11/22;0.2;3.3;-15.2;72;58;1.5;-17.8;-13
50353;1993;11;23;1993/11/23;0.1;2;-15.1;79;64;6.3;-19.1;-11.5
50353;1993;11;24;1993/11/24;0;0.5;-18.9;78;66;4.8;-23;-12.2
50353;1993;11;25;1993/11/25;0;0;-20.3;80;68;6.4;-24.3;-12.5
50353;1993;11;26;1993/11/26;0;0;-18.7;82;71;3.8;-24.4;-12
50353;1993;11;27;1993/11/27;0.6;1.8;-18.3;84;77;4.3;-21.8;-14.5
50353;1993;11;28;1993/11/28;0;0;-21.9;82;74;4.2;-26.5;-14.4
50353;1993;11;29;1993/11/29;0;0;-20.9;82;71;4.1;-26.6;-11.9
50353;1993;11;30;1993/11/30;0;0;-20.6;82;72;3.1;-25.1;-12.7
50353;1993;12;1;1993/12/1;0.1;0.5;-20.5;85;84;0;-27.1;-13.3
50353;1993;12;2;1993/12/2;3.5;2.5;-14.9;84;81;0;-17.2;-13.2
50353;1993;12;3;1993/12/3;0;0.5;-18.4;79;69;2.1;-24.9;-12.2
50353;1993;12;4;1993/12/4;0;4;-15.9;58;44;7.5;-18.6;-11.5
50353;1993;12;5;1993/12/5;0;0;-19.7;74;55;7.3;-26.3;-8.8
50353;1993;12;6;1993/12/6;0;1.3;-17.1;74;52;6;-24.2;-8.1
50353;1993;12;7;1993/12/7;0;0;-16.4;76;62;6.9;-21.1;-9.5
50353;1993;12;8;1993/12/8;0;0;-23.3;82;74;4.8;-27.4;-16.8
50353;1993;12;9;1993/12/9;0;0;-23.2;81;70;3.2;-28.1;-14.1
50353;1993;12;10;1993/12/10;0;0;-26.3;81;73;3;-30.1;-19.3
50353;1993;12;11;1993/12/11;0;0;-26.9;81;74;3.6;-31.4;-20.4
50353;1993;12;12;1993/12/12;1.3;0.5;-22.6;83;83;0;-26.9;-18.7
50353;1993;12;13;1993/12/13;0.5;3.3;-22.8;70;57;4.6;-25.2;-20.2
50353;1993;12;14;1993/12/14;0;1.3;-26.5;62;52;7.1;-30.8;-21.9
50353;1993;12;15;1993/12/15;0.4;0.3;-31.6;81;78;0;-38.9;-23.5
50353;1993;12;16;1993/12/16;1.1;2.5;-25.8;80;77;1.2;-26.9;-24.4
50353;1993;12;17;1993/12/17;0;0;-30.3;78;71;2.8;-34.6;-24.6
50353;1993;12;18;1993/12/18;0;0.5;-33.3;82;81;1.6;-40.2;-27
50353;1993;12;19;1993/12/19;3.9;2.3;-25.2;81;78;0;-31.8;-23.2
50353;1993;12;20;1993/12/20;0.3;1.5;-26.3;77;71;4;-28.6;-23.6
50353;1993;12;21;1993/12/21;0;0;-33.4;80;73;3.1;-38.8;-27
50353;1993;12;22;1993/12/22;0;1;-29.5;75;61;4;-39.5;-18.6
50353;1993;12;23;1993/12/23;0;1;-21.9;80;67;6.2;-25.8;-15
50353;1993;12;24;1993/12/24;0;0;-26.9;82;76;2.5;-30.6;-22
50353;1993;12;25;1993/12/25;0;0;-26.1;81;76;4.1;-29.4;-20.9
50353;1993;12;26;1993/12/26;0;0;-28.1;81;77;2.4;-31.1;-22.8
50353;1993;12;27;1993/12/27;0;0;-27.5;82;76;2.3;-30.6;-21.8
50353;1993;12;28;1993/12/28;0;0;-28.2;82;73;3.5;-32;-22.1
50353;1993;12;29;1993/12/29;0;0;-28;82;77;3.3;-32.2;-22.8
50353;1993;12;30;1993/12/30;0;0;-28.2;82;77;2.9;-32.2;-22.5
50353;1993;12;31;1993/12/31;0;0;-29.9;82;77;2.5;-34.1;-23.5
50353;1994;1;1;1994/1/1;0;0;-29.3;83;79;0.5;-34.3;-23.7
50353;1994;1;2;1994/1/2;0;0.3;-30.1;84;83;0;-33.6;-25.6
50353;1994;1;3;1994/1/3;0;0;-33;83;82;0;-38.9;-28.3
50353;1994;1;4;1994/1/4;0;2.8;-29.3;70;58;5.8;-32.7;-26.4
50353;1994;1;5;1994/1/5;0;0;-33.3;75;64;6.6;-37.8;-25.5
50353;1994;1;6;1994/1/6;0;0;-37.7;81;79;1.5;-41.8;-31.4
50353;1994;1;7;1994/1/7;0;0;-36;81;80;1.5;-39.8;-29.2
50353;1994;1;8;1994/1/8;0;0;-36;81;78;0;-39.2;-29.8
50353;1994;1;9;1994/1/9;0.7;0.3;-33.1;82;79;1.3;-37.4;-28
50353;1994;1;10;1994/1/10;0;0;-35.4;80;74;4;-40.8;-27.9
50353;1994;1;11;1994/1/11;0;0;-39;81;80;0.4;-43;-33.5
50353;1994;1;12;1994/1/12;0;0;-39.8;81;80;0;-43.9;-34.9
50353;1994;1;13;1994/1/13;0;0;-36.3;81;81;0;-39.5;-32
50353;1994;1;14;1994/1/14;0.2;0;-35.9;81;78;3.5;-40;-29.5
50353;1994;1;15;1994/1/15;1.6;1;-29.5;83;82;0;-36.4;-23.9
50353;1994;1;16;1994/1/16;2.5;3;-24.1;81;76;0.3;-25.1;-22.1
50353;1994;1;17;1994/1/17;0.6;1.3;-27.1;81;75;0;-32;-22.5
50353;1994;1;18;1994/1/18;0;4;-22.5;66;57;6.1;-24.6;-20.5
50353;1994;1;19;1994/1/19;0;4;-20.9;60;54;3.6;-22.5;-17.7
50353;1994;1;20;1994/1/20;0;0.5;-20.8;67;59;4.8;-24.3;-16.3
50353;1994;1;21;1994/1/21;0.5;0;-26.4;80;70;4.5;-32.4;-20.6
50353;1994;1;22;1994/1/22;0;1.5;-29.2;74;57;6.9;-32.6;-23.2
50353;1994;1;23;1994/1/23;0;0;-32.7;78;67;5.5;-38;-25.5
50353;1994;1;24;1994/1/24;0;0;-33.6;79;66;4.5;-38.3;-25.1
50353;1994;1;25;1994/1/25;0;0;-34.6;79;68;4.1;-40.1;-25.8
50353;1994;1;26;1994/1/26;0;0.5;-34.5;79;69;0.4;-40.5;-25.7
50353;1994;1;27;1994/1/27;0;0;-35.2;80;69;2.7;-41.4;-24.9
50353;1994;1;28;1994/1/28;0;0;-33.5;79;66;5.4;-39.5;-25.2
50353;1994;1;29;1994/1/29;0;0.3;-28.4;79;62;5.5;-33.7;-20.6
50353;1994;1;30;1994/1/30;0;0.5;-25.4;80;66;6.9;-28.4;-18.5
50353;1994;1;31;1994/1/31;0.6;1;-24;83;78;0;-30;-18.9
50353;1994;2;1;1994/2/1;0;0.3;-21.5;78;58;6.8;-26.7;-12.7
50353;1994;2;2;1994/2/2;0;0.5;-24.2;79;63;7.2;-30.9;-14.2
50353;1994;2;3;1994/2/3;0;0.5;-22.4;80;59;6.9;-28.8;-12.2
50353;1994;2;4;1994/2/4;0;1;-20.4;80;61;7.2;-27.2;-9.2
50353;1994;2;5;1994/2/5;0;0;-21.1;81;63;6.2;-27.7;-10.6
50353;1994;2;6;1994/2/6;0;1.8;-16.8;79;64;7.8;-22.7;-10.5
50353;1994;2;7;1994/2/7;0;3.8;-19.8;60;51;8.3;-21.6;-14.3
50353;1994;2;8;1994/2/8;0;4.8;-21.1;58;52;8.5;-25.5;-16.7
50353;1994;2;9;1994/2/9;0;1.3;-20.8;69;61;6.5;-23.9;-15.5
50353;1994;2;10;1994/2/10;0;0.8;-24.5;76;55;7.1;-30.6;-17.3
50353;1994;2;11;1994/2/11;0;0.8;-26.9;75;56;7.4;-33.8;-17.3
50353;1994;2;12;1994/2/12;0;1;-24.3;73;53;8.2;-33.1;-13
50353;1994;2;13;1994/2/13;0;4;-15;59;51;9.1;-22.2;-11.3
50353;1994;2;14;1994/2/14;0;2.5;-15;51;33;9.2;-19.3;-7.6
50353;1994;2;15;1994/2/15;0;1;-17.2;65;45;9.2;-27.8;-4.7
50353;1994;2;16;1994/2/16;0;0.3;-15.3;72;48;9.2;-23.7;-3
50353;1994;2;17;1994/2/17;0;1.8;-13.4;70;52;7.5;-21.4;-4.8
50353;1994;2;18;1994/2/18;0;0.3;-14.3;59;41;9;-19.7;-6.8
50353;1994;2;19;1994/2/19;0;1;-12.5;66;58;5.2;-17.6;-5.8
50353;1994;2;20;1994/2/20;3.8;2.8;-15.1;87;77;0;-20.8;-10.5
50353;1994;2;21;1994/2/21;0.9;3;-13.9;79;69;0.9;-15.5;-11.8
50353;1994;2;22;1994/2/22;0;2.5;-15.7;69;61;7.5;-18.2;-12.5
50353;1994;2;23;1994/2/23;0;4.5;-16.2;60;49;1.7;-19.7;-11.9
50353;1994;2;24;1994/2/24;0;2.3;-13.9;53;42;9.5;-19.7;-8
50353;1994;2;25;1994/2/25;0;0.8;-17.6;72;54;9.3;-26.4;-5.8
50353;1994;2;26;1994/2/26;0;0;-14.7;75;50;7.6;-24.4;-2.6
50353;1994;2;27;1994/2/27;0.1;1.8;-10.2;78;54;0.6;-15.9;-5.1
50353;1994;2;28;1994/2/28;0.1;0.3;-13.8;82;52;6.7;-20.4;-4.8
50353;1994;3;1;1994/3/1;0.1;1.5;-14.5;83;60;6.3;-22.9;-6.7
50353;1994;3;2;1994/3/2;2;3.5;-11.6;86;79;0;-12.8;-10
50353;1994;3;3;1994/3/3;1;1.3;-14.1;83;73;6.2;-17.2;-9.2
50353;1994;3;4;1994/3/4;0;0.3;-19.6;77;48;7.9;-28;-8.3
50353;1994;3;5;1994/3/5;0;0;-19.5;75;41;9.1;-29.2;-6.1
50353;1994;3;6;1994/3/6;0;2;-13.7;71;57;3.1;-22.1;-5.5
50353;1994;3;7;1994/3/7;0;3.8;-10.3;64;47;0;-13.7;-6.5
50353;1994;3;8;1994/3/8;0;5.8;-8.9;67;47;0;-10.7;-6.8
50353;1994;3;9;1994/3/9;0.3;5;-10.5;75;69;0;-12.9;-6.9
50353;1994;3;10;1994/3/10;0.8;4.3;-10.6;74;54;0.4;-14.7;-6.3
50353;1994;3;11;1994/3/11;0.2;4.5;-6.6;64;43;7.5;-9.4;-2.9
50353;1994;3;12;1994/3/12;0;4.5;-8.8;46;24;9.4;-13.3;-5.1
50353;1994;3;13;1994/3/13;0;0.8;-10.2;58;39;10.5;-15.2;-3.8
50353;1994;3;14;1994/3/14;0;0.8;-12;77;50;6.4;-21.8;-1.2
50353;1994;3;15;1994/3/15;0;1;-11.9;73;47;3.1;-20.7;-2.9
50353;1994;3;16;1994/3/16;0;1.5;-8.7;63;37;10.3;-14.8;-2.9
50353;1994;3;17;1994/3/17;0;0.8;-10.8;72;40;8.7;-22.8;-0.5
50353;1994;3;18;1994/3/18;0;0.5;-9.8;70;33;10.2;-19.2;-0.5
50353;1994;3;19;1994/3/19;0;0.3;-9.5;74;35;9.1;-19.7;0.5
50353;1994;3;20;1994/3/20;0;0;-8.6;65;20;10.6;-17.8;1.1
50353;1994;3;21;1994/3/21;0;0.3;-8.4;71;47;0;-14.8;-1.8
50353;1994;3;22;1994/3/22;0;0;-5.5;72;40;7.2;-13.6;0.8
50353;1994;3;23;1994/3/23;0;3;-3.9;65;50;0;-8.3;0.3
50353;1994;3;24;1994/3/24;0.9;4.3;-2.7;61;37;0.7;-6.1;1.2
50353;1994;3;25;1994/3/25;0;4;-5.5;56;39;11.1;-10.7;-0.7
50353;1994;3;26;1994/3/26;0;1;-7.2;73;34;2.3;-17.5;0.9
50353;1994;3;27;1994/3/27;5;2.5;-5.6;89;74;0;-9.1;-2.1
50353;1994;3;28;1994/3/28;0;5.8;-3.2;44;28;11.3;-6;-0.4
50353;1994;3;29;1994/3/29;0;0.8;-6;48;30;10.8;-15.3;0.3
50353;1994;3;30;1994/3/30;0.3;1.5;-2.5;66;49;10;-8.6;2.6
50353;1994;3;31;1994/3/31;0;2.3;4.8;60;27;3.8;-3;14.2
50353;1994;4;1;1994/4/1;0;1.3;2.4;49;27;6.1;-2.5;7.2
50353;1994;4;2;1994/4/2;0;4;-0.3;40;23;12.2;-4.3;4.2
50353;1994;4;3;1994/4/3;0;4.8;1.9;37;23;7.9;-4.2;5.6
50353;1994;4;4;1994/4/4;0;3.8;2.2;56;24;10.1;-2.2;5.3
50353;1994;4;5;1994/4/5;0;2.3;0.9;59;50;12.7;-2.4;5.1
50353;1994;4;6;1994/4/6;0;0.8;-2.9;69;50;0;-7.1;1.5
50353;1994;4;7;1994/4/7;0;4;-1.7;42;25;12.8;-6.2;3.2
50353;1994;4;8;1994/4/8;0;1.8;-0.7;44;19;9.3;-9.4;5.5
50353;1994;4;9;1994/4/9;0;2.5;2;42;20;1.6;-4.6;7.2
50353;1994;4;10;1994/4/10;3.3;3.5;0.7;72;34;0;-0.4;4.4
50353;1994;4;11;1994/4/11;0.3;0.3;1.9;80;48;6;-3;7
50353;1994;4;12;1994/4/12;0.1;2.5;0.8;81;55;4.1;-2.4;4.9
50353;1994;4;13;1994/4/13;1;4.5;1.9;66;43;9.2;-0.5;5.9
50353;1994;4;14;1994/4/14;0;3.5;3.4;47;24;12.6;-1;10.5
50353;1994;4;15;1994/4/15;0.2;1;2.1;56;22;8.4;-5;7.5
50353;1994;4;16;1994/4/16;0;4.3;1.1;42;15;12.3;-2.6;6.2
50353;1994;4;17;1994/4/17;0;2.8;1.2;31;13;11.5;-4;6.7
50353;1994;4;18;1994/4/18;0;0.8;2.1;46;35;5.1;-2.6;8.4
50353;1994;4;19;1994/4/19;0;2.3;5.4;46;20;9.3;-3.8;13.7
50353;1994;4;20;1994/4/20;0;1.8;6.9;45;24;9.9;-2.7;15.5
50353;1994;4;21;1994/4/21;0;3;6.2;28;7;6.1;0.6;11.2
50353;1994;4;22;1994/4/22;5;5.3;4.9;57;21;0;2;6.8
50353;1994;4;23;1994/4/23;1.2;1.5;4.1;71;37;7.4;0.7;10
50353;1994;4;24;1994/4/24;0.7;1.5;2.9;73;35;6.6;-1.8;9.7
50353;1994;4;25;1994/4/25;0;2;5.8;63;32;8.3;-0.5;10.8
50353;1994;4;26;1994/4/26;0;1.3;7.4;55;28;10.4;-2.1;14.6
